,CustomerID,Invoices,DistinctProducts,Sales,OverallQuantity,SalesPerInvoice,ItemsPerInvoice,DistinctMonths,LastBuyMonths,SalesPerMonth,uniqueWeekdayInovices,uniqueWeekendInovices,WeekendPct
617,15523,1,10,412.01000000000005,132,412.01,132.0,1,4,412.0,1,0,0.0
566,13161,1,8,112.75,29,112.75,29.0,1,12,113.0,0,1,1.0
206,18108,1,17,271.0,84,271.0,84.0,1,10,271.0,1,0,0.0
3107,14342,4,17,515.56,335,128.89,83.75,7,2,74.0,4,0,0.0
3260,14214,5,62,944.98,747,189.0,149.4,9,2,105.0,5,0,0.0
2256,16567,2,33,704.5600000000001,576,352.28,288.0,5,8,141.0,1,1,0.5
2410,13376,3,43,844.26,488,281.42,162.67,6,4,141.0,3,0,0.0
495,16471,1,13,223.95000000000002,141,223.95,141.0,1,10,224.0,1,0,0.0
1172,14015,1,20,917.34,378,917.34,378.0,1,3,917.0,1,0,0.0
3408,13627,5,81,1407.25,1075,281.45,215.0,11,3,128.0,5,0,0.0
1164,17408,1,1,19.9,2,19.9,2.0,1,7,20.0,1,0,0.0
1153,16850,1,19,332.41,249,332.41,249.0,1,12,332.0,1,0,0.0
2534,15079,3,44,773.76,386,257.92,128.67,6,8,129.0,3,0,0.0
1628,17256,2,12,240.0,141,120.0,70.5,8,5,30.0,2,0,0.0
2085,17946,2,17,99.67999999999999,73,49.84,36.5,2,9,50.0,2,0,0.0
2585,17429,3,36,524.9200000000001,624,174.97,208.0,4,5,131.0,3,0,0.0
838,13532,1,66,210.31,129,210.31,129.0,1,2,210.0,0,1,1.0
2770,14332,3,22,840.21,463,280.07,154.33,5,2,168.0,3,0,0.0
999,15098,1,1,297.0,60,297.0,60.0,1,7,297.0,1,0,0.0
3051,17345,4,68,487.79,339,121.95,84.75,7,2,70.0,4,0,0.0
3002,17552,4,43,930.41,719,232.6,179.75,11,3,85.0,4,0,0.0
848,15236,1,15,321.05,269,321.05,269.0,1,11,321.0,1,0,0.0
2636,14034,3,81,561.09,416,187.03,138.67,5,2,112.0,3,0,0.0
354,16404,1,22,417.55,155,417.55,155.0,1,4,418.0,1,0,0.0
4146,14562,18,186,4615.57,1791,256.42,99.5,11,1,420.0,16,2,0.1111111111111111
3983,17809,11,46,4138.15,1497,376.2,136.09,12,2,345.0,11,0,0.0
489,15652,1,21,337.74,208,337.74,208.0,1,4,338.0,1,0,0.0
3096,17096,4,44,977.28,336,244.32,84.0,9,2,109.0,4,0,0.0
2183,17695,2,29,747.1,683,373.55,341.5,2,6,374.0,1,1,0.5
742,17701,1,23,392.45,107,392.45,107.0,1,9,392.0,1,0,0.0
4148,12437,18,117,3989.22,2653,221.62,147.39,12,1,332.0,18,0,0.0
1369,17233,1,25,190.88,131,190.88,131.0,1,2,191.0,1,0,0.0
1138,14870,1,13,327.25,119,327.25,119.0,1,10,327.0,1,0,0.0
3698,12935,7,80,2160.7,1853,308.67,264.71,12,1,180.0,6,1,0.14285714285714285
146,18126,1,52,200.92000000000002,135,200.92,135.0,1,3,201.0,1,0,0.0
2478,15197,3,28,634.71,455,211.57,151.67,12,2,53.0,3,0,0.0
3782,12619,8,40,1447.43,1625,180.93,203.12,9,2,161.0,7,1,0.125
2244,13255,2,12,384.56,176,192.28,88.0,12,2,32.0,2,0,0.0
1752,12630,2,57,1001.1800000000001,540,500.59,270.0,2,2,501.0,2,0,0.0
1867,18030,2,7,155.8,64,77.9,32.0,3,1,52.0,2,0,0.0
3155,15206,4,3,420.29999999999995,162,105.07,40.5,9,2,47.0,3,1,0.25
3809,12910,8,49,3075.04,1692,384.38,211.5,8,2,384.0,8,0,0.0
291,18019,1,5,38.45,7,38.45,7.0,1,3,38.0,1,0,0.0
2115,16629,2,57,404.63,389,202.32,194.5,1,4,405.0,1,1,0.5
4060,14415,13,284,5755.52,2989,442.73,229.92,13,1,443.0,11,2,0.15384615384615385
233,15958,1,7,104.35,33,104.35,33.0,1,4,104.0,1,0,0.0
2587,12759,3,77,1330.89,889,443.63,296.33,8,3,166.0,3,0,0.0
182,12612,1,18,668.0400000000001,260,668.04,260.0,1,4,668.0,1,0,0.0
4095,15194,15,205,6454.99,4837,430.33,322.47,13,1,497.0,15,0,0.0
1032,13806,1,9,218.13000000000002,53,218.13,53.0,1,3,218.0,1,0,0.0
3362,14447,5,59,1163.23,571,232.65,114.2,9,2,129.0,5,0,0.0
2555,15839,3,56,1048.49,675,349.5,225.0,5,2,210.0,2,1,0.3333333333333333
3705,12948,7,81,2039.45,1078,291.35,154.0,9,2,227.0,6,1,0.14285714285714285
820,15262,1,10,178.95000000000002,73,178.95,73.0,1,12,179.0,1,0,0.0
2578,14973,3,26,538.95,363,179.65,121.0,5,5,108.0,3,0,0.0
1189,14789,1,6,197.64,116,197.64,116.0,1,2,198.0,1,0,0.0
810,13485,1,23,454.24,277,454.24,277.0,1,9,454.0,1,0,0.0
2462,17917,3,76,318.08,183,106.03,61.0,11,3,29.0,2,1,0.3333333333333333
3382,17126,5,187,989.45,780,197.89,156.0,8,6,124.0,0,5,1.0
1490,18248,2,38,724.12,509,362.06,254.5,3,5,241.0,2,0,0.0
904,13635,1,62,1071.03,677,1071.03,677.0,1,3,1071.0,1,0,0.0
3576,16107,6,13,1930.1200000000001,548,321.69,91.33,6,2,322.0,4,2,0.3333333333333333
950,17553,1,1,237.60000000000002,48,237.6,48.0,1,5,238.0,1,0,0.0
3627,16266,7,42,747.14,389,106.73,55.57,5,4,149.0,7,0,0.0
468,17901,1,17,80.68,22,80.68,22.0,1,2,81.0,1,0,0.0
2342,15568,3,26,724.39,459,241.46,153.0,4,1,181.0,3,0,0.0
1336,17247,1,50,231.24,102,231.24,102.0,1,2,231.0,1,0,0.0
2405,16475,3,22,459.3,318,153.1,106.0,5,6,92.0,3,0,0.0
3689,14739,7,40,2772.84,1532,396.12,218.86,13,1,213.0,6,1,0.14285714285714285
821,13514,1,4,152.20000000000002,40,152.2,40.0,1,4,152.0,1,0,0.0
276,12739,1,33,553.44,455,553.44,455.0,1,4,553.0,1,0,0.0
3614,15379,7,144,3604.04,2198,514.86,314.0,7,7,515.0,6,1,0.14285714285714285
2279,15565,2,8,173.16,60,86.58,30.0,2,3,87.0,2,0,0.0
3563,16497,6,124,2795.89,1384,465.98,230.67,10,3,280.0,6,0,0.0
3927,16407,10,98,2037.03,1090,203.7,109.0,11,2,185.0,4,6,0.6
3841,13183,9,51,3602.5800000000004,2016,400.29,224.0,12,1,300.0,7,2,0.2222222222222222
2170,15349,2,66,463.90999999999997,321,231.96,160.5,2,6,232.0,1,1,0.5
1424,14476,1,17,193.0,110,193.0,110.0,1,10,193.0,0,1,1.0
74,12479,1,30,473.2,382,473.2,382.0,1,2,473.0,1,0,0.0
3873,14309,9,73,1954.19,1331,217.13,147.89,13,1,150.0,9,0,0.0
219,12641,1,9,145.9,71,145.9,71.0,1,5,146.0,1,0,0.0
4159,13267,19,90,4317.49,1953,227.24,102.79,13,1,332.0,18,1,0.05263157894736842
2759,17198,3,87,628.47,352,209.49,117.33,12,2,52.0,3,0,0.0
624,15463,1,7,126.14,106,126.14,106.0,1,2,126.0,1,0,0.0
3142,14871,4,69,501.28000000000003,179,125.32,44.75,13,1,39.0,4,0,0.0
4258,14606,90,801,10591.29,5918,117.68,65.76,13,1,815.0,78,12,0.13333333333333333
411,16433,1,17,184.26,106,184.26,106.0,1,2,184.0,1,0,0.0
2330,15549,3,101,1573.81,687,524.6,229.0,9,4,175.0,3,0,0.0
1259,17333,1,28,494.25,375,494.25,375.0,1,4,494.0,1,0,0.0
1297,14619,1,19,368.94,150,368.94,150.0,1,9,369.0,1,0,0.0
3084,14297,4,48,1305.33,865,326.33,216.25,9,2,145.0,4,0,0.0
299,15895,1,11,179.17,94,179.17,94.0,1,6,179.0,1,0,0.0
464,16468,1,2,74.9,31,74.9,31.0,1,4,75.0,1,0,0.0
3052,17350,4,66,1281.32,770,320.33,192.5,3,1,427.0,4,0,0.0
3625,17434,7,97,2241.4700000000003,1684,320.21,240.57,4,1,560.0,7,0,0.0
1818,15918,2,33,334.23,153,167.12,76.5,4,7,84.0,1,1,0.5
2081,15700,2,84,679.73,356,339.86,178.0,1,7,680.0,1,1,0.5
3970,16712,11,255,3485.96,1721,316.91,156.45,9,2,387.0,11,0,0.0
89,18185,1,16,266.0,180,266.0,180.0,1,9,266.0,1,0,0.0
2693,18136,3,34,784.33,379,261.44,126.33,10,3,78.0,3,0,0.0
341,17986,1,1,20.8,10,20.8,10.0,1,3,21.0,1,0,0.0
2794,18202,3,54,1286.59,573,428.86,191.0,4,8,322.0,3,0,0.0
3369,13451,5,318,2898.2599999999998,2128,579.65,425.6,11,2,263.0,3,2,0.4
1375,17040,1,14,436.98,180,436.98,180.0,1,6,437.0,1,0,0.0
359,12851,1,42,114.86,105,114.86,105.0,1,4,115.0,0,1,1.0
3893,13983,10,90,1695.18,1174,169.52,117.4,12,2,141.0,8,2,0.2
2774,17179,3,61,711.79,290,237.26,96.67,7,7,102.0,3,0,0.0
529,13116,1,27,418.24,285,418.24,285.0,1,6,418.0,0,1,1.0
509,15639,1,23,391.42,321,391.42,321.0,1,6,391.0,1,0,0.0
766,16617,1,4,139.1,90,139.1,90.0,1,9,139.0,1,0,0.0
2634,18096,3,155,821.36,786,273.79,262.0,2,2,411.0,3,0,0.0
846,15276,1,49,128.63,61,128.63,61.0,1,3,129.0,1,0,0.0
2198,13368,2,27,539.5,324,269.75,162.0,3,10,180.0,2,0,0.0
1260,17331,1,1,175.2,16,175.2,16.0,1,5,175.0,1,0,0.0
3895,17162,10,81,1689.96,999,169.0,99.9,10,2,169.0,9,1,0.1
781,15343,1,19,313.5,80,313.5,80.0,1,4,314.0,1,0,0.0
3529,16918,6,96,1043.32,719,173.89,119.83,10,3,104.0,5,1,0.16666666666666666
2477,15192,3,36,1044.32,918,348.11,306.0,9,5,116.0,3,0,0.0
1435,14362,1,36,138.75,95,138.75,95.0,1,2,139.0,1,0,0.0
1960,17999,2,85,350.69,217,175.34,108.5,12,2,29.0,2,0,0.0
3187,16126,4,58,6287.77,2125,1571.94,531.25,10,2,629.0,4,0,0.0
3695,13743,7,9,963.9599999999999,876,137.71,125.14,10,1,96.0,7,0,0.0
3752,15410,8,46,3157.59,1177,394.7,147.12,7,4,451.0,7,1,0.125
1008,17506,1,14,302.2,139,302.2,139.0,1,4,302.0,0,1,1.0
1768,15967,2,73,397.68,205,198.84,102.5,11,2,36.0,2,0,0.0
3878,14456,9,579,2987.78,2783,331.98,309.22,6,1,498.0,5,4,0.4444444444444444
666,15450,1,30,429.84,376,429.84,376.0,1,2,430.0,1,0,0.0
927,15167,1,39,158.8,65,158.8,65.0,1,12,159.0,0,1,1.0
1933,15068,2,93,512.91,361,256.46,180.5,8,3,64.0,2,0,0.0
694,13339,1,48,773.02,320,773.02,320.0,1,8,773.0,1,0,0.0
2735,14561,3,67,1080.76,1014,360.25,338.0,4,4,270.0,2,1,0.3333333333333333
2257,16573,2,39,638.11,358,319.06,179.0,8,4,80.0,2,0,0.0
4025,14733,12,101,9432.91,3752,786.08,312.67,12,2,786.0,11,1,0.08333333333333333
511,15634,1,15,243.55,99,243.55,99.0,1,2,244.0,1,0,0.0
3047,17324,4,38,544.84,458,136.21,114.5,12,2,45.0,4,0,0.0
765,16619,1,14,226.21,133,226.21,133.0,1,10,226.0,1,0,0.0
572,13142,1,23,307.09,258,307.09,258.0,1,2,307.0,0,1,1.0
1269,17297,1,49,128.18,65,128.18,65.0,1,2,128.0,1,0,0.0
664,15457,1,56,237.07,132,237.07,132.0,1,10,237.0,1,0,0.0
2000,17537,2,74,887.67,699,443.84,349.5,10,2,89.0,2,0,0.0
1268,17301,1,59,163.24,137,163.24,137.0,1,2,163.0,1,0,0.0
1273,14714,1,8,66.8,36,66.8,36.0,1,2,67.0,1,0,0.0
809,13494,1,18,316.26000000000005,162,316.26,162.0,1,11,316.0,1,0,0.0
1856,12735,2,35,628.77,359,314.38,179.5,1,12,629.0,2,0,0.0
873,13583,1,53,781.03,725,781.03,725.0,1,6,781.0,1,0,0.0
3309,14321,5,109,1511.8,2305,302.36,461.0,11,2,137.0,5,0,0.0
3320,14698,5,147,1204.52,601,240.9,120.2,3,1,402.0,3,2,0.4
2073,13579,2,19,467.04,176,233.52,88.0,12,2,39.0,1,1,0.5
2391,13038,3,24,908.46,360,302.82,120.0,8,4,114.0,3,0,0.0
689,16591,1,10,213.5,41,213.5,41.0,1,3,214.0,0,1,1.0
925,15171,1,4,544.5,190,544.5,190.0,1,12,544.0,1,0,0.0
3267,17770,5,30,837.27,341,167.45,68.2,3,8,279.0,5,0,0.0
2576,13873,3,20,376.85,139,125.62,46.33,7,5,54.0,3,0,0.0
2131,13476,2,51,933.27,411,466.64,205.5,4,7,233.0,2,0,0.0
2111,12987,2,25,457.75,214,228.88,107.0,5,4,92.0,2,0,0.0
286,15909,1,7,191.94,98,191.94,98.0,1,7,192.0,0,1,1.0
3647,15906,7,110,1406.09,532,200.87,76.0,9,2,156.0,4,3,0.42857142857142855
2880,12916,4,54,2740.95,1067,685.24,266.75,7,6,392.0,0,4,1.0
2386,13308,3,48,1325.03,555,441.68,185.0,7,2,189.0,3,0,0.0
4156,13969,18,335,8374.02,4316,465.22,239.78,13,1,644.0,18,0,0.0
2704,16997,3,8,702.0,360,234.0,120.0,2,11,351.0,3,0,0.0
3470,17160,6,112,3488.03,2854,581.34,475.67,8,2,436.0,6,0,0.0
2595,17405,3,76,1014.46,725,338.15,241.67,6,1,169.0,3,0,0.0
4024,17954,12,327,2193.17,1645,182.76,137.08,13,1,169.0,9,3,0.25
3995,15611,11,22,909.3100000000001,265,82.66,24.09,11,2,83.0,9,2,0.18181818181818182
3674,12727,7,108,3440.7,2068,491.53,295.43,11,2,313.0,5,2,0.2857142857142857
2599,18043,3,105,512.34,264,170.78,88.0,12,2,43.0,3,0,0.0
3687,12494,7,64,1084.1000000000001,698,154.87,99.71,12,2,90.0,6,1,0.14285714285714285
548,17832,1,61,155.37,208,155.37,208.0,1,3,155.0,1,0,0.0
902,13639,1,38,795.74,656,795.74,656.0,1,4,796.0,1,0,0.0
76,12475,1,34,665.38,432,665.38,432.0,1,3,665.0,1,0,0.0
1855,17432,2,45,365.76,207,182.88,103.5,1,2,366.0,2,0,0.0
3997,12662,11,127,3513.83,2040,319.44,185.45,13,1,270.0,10,1,0.09090909090909091
4172,16558,20,260,7711.64,5146,385.58,257.3,13,1,593.0,19,1,0.05
3015,13908,4,102,2194.75,1357,548.69,339.25,7,4,314.0,4,0,0.0
2422,13461,3,15,1157.0,770,385.67,256.67,6,2,193.0,2,1,0.3333333333333333
3774,14334,8,98,2539.46,1730,317.43,216.25,12,2,212.0,8,0,0.0
1425,14474,1,27,484.46,136,484.46,136.0,1,3,484.0,1,0,0.0
907,13618,1,13,177.34,246,177.34,246.0,1,7,177.0,0,1,1.0
1557,16134,2,34,618.09,371,309.04,185.5,12,2,52.0,2,0,0.0
1100,14975,1,10,239.62,284,239.62,284.0,1,3,240.0,1,0,0.0
218,12644,1,30,465.16,324,465.16,324.0,1,5,465.0,1,0,0.0
623,13210,1,22,353.48,316,353.48,316.0,1,4,353.0,1,0,0.0
4071,18223,14,117,6230.4400000000005,2846,445.03,203.29,13,1,479.0,12,2,0.14285714285714285
2040,15205,2,34,581.09,373,290.54,186.5,2,4,291.0,2,0,0.0
796,15313,1,1,52.0,25,52.0,25.0,1,5,52.0,0,1,1.0
4036,18073,12,21,1459.34,890,121.61,74.17,4,5,365.0,12,0,0.0
4053,13090,13,91,7783.12,2120,598.7,163.08,13,1,599.0,12,1,0.07692307692307693
738,16610,1,6,75.66,66,75.66,66.0,1,8,76.0,1,0,0.0
727,13385,1,32,454.77,277,454.77,277.0,1,12,455.0,1,0,0.0
3860,16954,9,40,2008.58,1048,223.18,116.44,13,1,155.0,8,1,0.1111111111111111
1203,14068,1,22,265.85,73,265.85,73.0,1,12,266.0,0,1,1.0
3720,13629,7,20,940.86,520,134.41,74.29,10,2,94.0,6,1,0.14285714285714285
924,15174,1,11,135.75,145,135.75,145.0,1,12,136.0,1,0,0.0
3992,17716,11,168,5571.09,3066,506.46,278.73,9,2,619.0,10,1,0.09090909090909091
978,17514,1,40,208.65,135,208.65,135.0,1,5,209.0,1,0,0.0
295,18010,1,12,145.1,58,145.1,58.0,1,10,145.0,1,0,0.0
2296,16200,2,148,1034.97,514,517.48,257.0,7,1,148.0,2,0,0.0
2458,17950,3,63,482.2,366,160.73,122.0,10,4,48.0,3,0,0.0
1744,14045,2,2,846.0,164,423.0,82.0,8,5,106.0,2,0,0.0
2628,14823,3,55,295.93,86,98.64,28.67,2,7,148.0,0,3,1.0
3798,17696,8,77,2270.76,1755,283.85,219.38,12,2,189.0,7,1,0.125
1735,17339,2,9,243.36,152,121.68,76.0,10,4,24.0,2,0,0.0
4092,14135,15,90,4069.9100000000003,2230,271.33,148.67,13,1,313.0,13,2,0.13333333333333333
4244,17811,39,354,6788.87,3413,174.07,87.51,12,1,566.0,31,8,0.20512820512820512
3081,14273,4,22,559.97,264,139.99,66.0,7,3,80.0,4,0,0.0
3524,16327,6,143,3820.27,2560,636.71,426.67,12,2,318.0,5,1,0.16666666666666666
2802,18287,3,59,1837.28,1586,612.43,528.67,6,3,306.0,2,1,0.3333333333333333
3139,15237,4,93,1395.3700000000001,1070,348.84,267.5,9,1,155.0,4,0,0.0
916,13651,1,5,79.2,32,79.2,32.0,1,3,79.0,1,0,0.0
2678,12593,3,13,382.09999999999997,204,127.37,68.0,4,5,96.0,3,0,0.0
3758,16255,8,146,2420.8,1474,302.6,184.25,12,2,202.0,6,2,0.25
3864,17049,9,199,5362.58,2668,595.84,296.44,10,1,536.0,8,1,0.1111111111111111
1803,14855,2,13,645.65,267,322.82,133.5,2,5,323.0,2,0,0.0
1932,15813,2,38,1263.46,600,631.73,300.0,2,8,632.0,2,0,0.0
3232,12782,5,81,1938.92,1072,387.78,214.4,13,1,149.0,5,0,0.0
3111,14626,4,105,2670.42,1396,667.6,349.0,8,2,334.0,4,0,0.0
1692,14682,2,1,52.0,80,26.0,40.0,2,7,26.0,0,2,1.0
3756,17837,8,109,1476.43,506,184.55,63.25,5,3,295.0,7,1,0.125
280,12733,1,21,307.45,131,307.45,131.0,1,9,307.0,1,0,0.0
1116,14962,1,5,126.7,44,126.7,44.0,1,10,127.0,1,0,0.0
65,16141,1,29,586.5,236,586.5,236.0,1,4,586.0,1,0,0.0
1438,14353,1,6,90.6,64,90.6,64.0,1,8,91.0,0,1,1.0
510,15637,1,15,223.36,128,223.36,128.0,1,3,223.0,1,0,0.0
3560,16600,6,50,813.52,1145,135.59,190.83,12,1,68.0,6,0,0.0
1787,18040,2,18,357.20000000000005,148,178.6,74.0,8,2,45.0,1,1,0.5
1791,14009,2,42,695.61,365,347.8,182.5,1,8,696.0,2,0,0.0
4261,17841,124,1311,37344.77,21721,301.17,175.17,13,1,2873.0,104,20,0.16129032258064516
184,12607,1,100,1562.56,1227,1562.56,1227.0,1,3,1563.0,1,0,0.0
1796,16863,2,25,502.8,409,251.4,204.5,12,2,42.0,2,0,0.0
2859,12820,4,55,942.34,722,235.58,180.5,12,1,79.0,4,0,0.0
3502,17874,6,36,585.8100000000001,214,97.64,35.67,4,7,146.0,6,0,0.0
2944,15810,4,65,1307.23,856,326.81,214.0,8,4,163.0,4,0,0.0
2193,16603,2,33,478.47,380,239.24,190.0,1,4,478.0,2,0,0.0
2375,17864,3,70,554.85,706,184.95,235.33,9,2,62.0,1,2,0.6666666666666666
85,12506,1,23,73.5,23,73.5,23.0,1,9,74.0,1,0,0.0
3974,16912,11,87,2402.58,1013,218.42,92.09,11,2,218.0,11,0,0.0
2130,13473,2,20,392.74,264,196.37,132.0,10,3,39.0,2,0,0.0
2705,14681,3,6,498.95,76,166.32,25.33,5,4,100.0,3,0,0.0
2417,13425,3,65,1514.5900000000001,1024,504.86,341.33,7,5,216.0,3,0,0.0
3353,16081,5,173,2722.92,1467,544.58,293.4,11,3,248.0,5,0,0.0
900,13645,1,5,252.1,158,252.1,158.0,1,5,252.0,1,0,0.0
33,12447,1,25,431.49,187,431.49,187.0,1,9,431.0,0,1,1.0
2128,17664,2,41,604.64,604,302.32,302.0,7,2,86.0,2,0,0.0
4120,16843,16,222,9776.34,8082,611.02,505.12,10,3,978.0,15,1,0.0625
2387,13310,3,65,1119.28,586,373.09,195.33,11,2,102.0,3,0,0.0
1863,15897,2,16,98.09,93,49.04,46.5,1,8,98.0,0,2,1.0
3898,17799,10,276,2931.92,1746,293.19,174.6,12,2,244.0,10,0,0.0
2928,15841,4,36,1224.06,942,306.02,235.5,9,4,136.0,4,0,0.0
537,13103,1,8,243.94,82,243.94,82.0,1,3,244.0,1,0,0.0
1222,17359,1,13,127.86,161,127.86,161.0,1,2,128.0,1,0,0.0
177,12623,1,17,269.1,189,269.1,189.0,1,10,269.0,1,0,0.0
3453,14482,6,107,1155.66,924,192.61,154.0,8,2,144.0,5,1,0.16666666666666666
816,15269,1,1,118.80000000000001,24,118.8,24.0,1,2,119.0,1,0,0.0
301,15888,1,10,91.81,70,91.81,70.0,1,4,92.0,1,0,0.0
2329,15533,3,70,741.77,285,247.26,95.0,3,2,247.0,0,3,1.0
1239,14089,1,13,158.75,133,158.75,133.0,1,3,159.0,1,0,0.0
1549,14287,2,8,159.35,117,79.68,58.5,8,1,20.0,2,0,0.0
3088,15367,4,89,1852.09,1055,463.02,263.75,8,3,232.0,4,0,0.0
835,16659,1,2,39.12,72,39.12,72.0,1,7,39.0,1,0,0.0
1388,14523,1,12,241.09,251,241.09,251.0,1,5,241.0,1,0,0.0
2079,17616,2,1,244.79999999999998,96,122.4,48.0,4,7,61.0,1,1,0.5
3295,12913,5,36,2372.9900000000002,1225,474.6,245.0,13,1,183.0,5,0,0.0
1505,14389,2,32,899.46,529,449.73,264.5,5,3,180.0,2,0,0.0
785,17650,1,8,166.08,150,166.08,150.0,1,2,166.0,1,0,0.0
3867,14659,9,151,2478.93,1191,275.44,132.33,12,1,207.0,7,2,0.2222222222222222
2364,15462,3,9,234.6,172,78.2,57.33,4,4,59.0,2,1,0.3333333333333333
1473,12391,1,91,422.71,292,422.71,292.0,1,2,423.0,1,0,0.0
2355,15577,3,37,233.38,87,77.79,29.0,6,6,39.0,3,0,0.0
1631,12535,2,28,716.35,219,358.18,109.5,4,4,179.0,2,0,0.0
1242,16914,1,25,183.76,112,183.76,112.0,1,2,184.0,1,0,0.0
1714,14754,2,37,625.3,485,312.65,242.5,9,3,69.0,2,0,0.0
3026,17502,4,24,663.6,374,165.9,93.5,1,2,664.0,4,0,0.0
3631,17451,7,84,1721.4,1203,245.91,171.86,5,1,344.0,7,0,0.0
1662,16957,2,15,416.64,172,208.32,86.0,2,9,208.0,2,0,0.0
2146,13460,2,16,183.44,286,91.72,143.0,2,2,92.0,2,0,0.0
4073,17613,14,210,4506.3,2487,321.88,177.64,10,2,451.0,11,3,0.21428571428571427
57,18212,1,29,203.32,91,203.32,91.0,1,12,203.0,1,0,0.0
3735,13117,8,65,948.96,944,118.62,118.0,12,2,79.0,8,0,0.0
1160,13992,1,5,76.8,64,76.8,64.0,1,2,77.0,1,0,0.0
2186,13404,2,11,252.49,111,126.24,55.5,8,1,32.0,2,0,0.0
2632,16325,3,14,594.24,194,198.08,64.67,7,3,85.0,3,0,0.0
863,15255,1,46,865.35,487,865.35,487.0,1,3,865.0,1,0,0.0
1813,16343,2,29,328.58,175,164.29,87.5,1,2,329.0,2,0,0.0
2933,17720,4,32,1023.4399999999999,566,255.86,141.5,12,2,85.0,3,1,0.25
451,15657,1,1,30.0,24,30.0,24.0,1,2,30.0,1,0,0.0
3726,15737,8,58,1156.17,595,144.52,74.38,8,2,145.0,8,0,0.0
3222,15117,5,64,1183.13,847,236.63,169.4,7,2,169.0,4,1,0.2
3916,14227,10,117,3321.06,1818,332.11,181.8,10,2,332.0,9,1,0.1
1624,16109,2,17,551.4,468,275.7,234.0,4,8,138.0,2,0,0.0
107,12513,1,33,520.04,456,520.04,456.0,1,5,520.0,1,0,0.0
2506,16416,3,57,996.55,669,332.18,223.0,2,2,498.0,2,1,0.3333333333333333
2927,15835,4,45,858.39,433,214.6,108.25,10,3,86.0,4,0,0.0
3248,17838,5,92,2369.0,1534,473.8,306.8,12,2,197.0,2,3,0.6
3219,12656,5,85,3202.92,1588,640.58,317.6,8,2,400.0,5,0,0.0
2884,17856,4,9,651.08,424,162.77,106.0,10,1,65.0,3,1,0.25
212,12659,1,4,73.68,104,73.68,104.0,1,2,74.0,1,0,0.0
2086,12940,2,83,773.34,395,386.67,197.5,2,3,387.0,1,1,0.5
3228,13523,5,146,3284.48,1726,656.9,345.2,12,2,274.0,4,1,0.2
2012,17549,2,5,148.86,210,74.43,105.0,2,2,74.0,2,0,0.0
744,17697,1,18,326.2,92,326.2,92.0,1,9,326.0,0,1,1.0
561,15552,1,17,90.12,60,90.12,60.0,1,8,90.0,1,0,0.0
1971,13731,2,32,552.99,274,276.5,137.0,2,8,276.0,2,0,0.0
3054,17370,4,31,446.18,540,111.54,135.0,4,4,112.0,4,0,0.0
3164,15136,4,61,1286.7,776,321.68,194.0,4,1,322.0,3,1,0.25
3545,17284,6,230,1647.48,1362,274.58,227.0,10,3,165.0,5,1,0.16666666666666666
896,15165,1,25,443.3,157,443.3,157.0,1,13,443.0,1,0,0.0
2695,12577,3,137,626.6,469,208.87,156.33,12,2,52.0,3,0,0.0
228,18104,1,38,754.64,362,754.64,362.0,1,2,755.0,1,0,0.0
3610,14004,7,99,4292.44,2648,613.21,378.29,9,3,477.0,6,1,0.14285714285714285
2155,17900,2,3,97.19999999999999,72,48.6,36.0,1,7,97.0,2,0,0.0
3767,15518,8,136,1896.05,1261,237.01,157.62,10,3,190.0,5,3,0.375
1047,13845,1,9,312.98,182,312.98,182.0,1,3,313.0,1,0,0.0
4255,14646,60,487,83745.34,36044,1395.76,600.73,13,1,6442.0,59,1,0.016666666666666666
1794,16859,2,48,682.86,825,341.43,412.5,5,6,137.0,2,0,0.0
3514,14315,6,60,2368.83,1015,394.8,169.17,8,3,296.0,6,0,0.0
1308,14666,1,14,195.25,161,195.25,161.0,1,2,195.0,1,0,0.0
1950,13780,2,54,257.26,161,128.63,80.5,7,1,37.0,2,0,0.0
2369,13280,3,67,798.46,518,266.15,172.67,8,5,100.0,3,0,0.0
3655,15752,7,235,2606.65,1959,372.38,279.86,11,3,237.0,7,0,0.0
1462,18216,1,24,431.25,197,431.25,197.0,1,2,431.0,1,0,0.0
3257,12823,5,1,1759.5,230,351.9,46.0,8,4,220.0,5,0,0.0
3807,14732,8,103,2565.54,1308,320.69,163.5,12,1,214.0,8,0,0.0
191,12603,1,1,613.1999999999999,56,613.2,56.0,1,2,613.0,1,0,0.0
3935,15024,10,104,1610.93,900,161.09,90.0,12,2,134.0,10,0,0.0
3271,14748,5,86,1411.75,1123,282.35,224.6,12,2,118.0,5,0,0.0
4115,18283,16,271,2029.58,1356,126.85,84.75,12,1,169.0,15,1,0.0625
2935,13362,4,126,3065.2400000000002,1380,766.31,345.0,10,2,307.0,4,0,0.0
2252,13083,2,14,286.8,186,143.4,93.0,4,1,72.0,1,1,0.5
824,17643,1,8,101.55,71,101.55,71.0,1,13,102.0,1,0,0.0
3262,17348,5,179,1139.65,1397,227.93,279.4,10,2,114.0,5,0,0.0
782,15342,1,23,391.14,282,391.14,282.0,1,5,391.0,1,0,0.0
1501,12450,2,7,197.88,128,98.94,64.0,2,6,99.0,1,1,0.5
2938,17738,4,84,1609.25,1009,402.31,252.25,9,2,179.0,3,1,0.25
3191,12381,5,68,1421.56,794,284.31,158.8,5,1,284.0,4,1,0.2
